"","gene_name","gene_type","total","known","ISM.pre","ISM.suffix","NIC","NNC"
"20248","SNRPGP5","processed_pseudogene",1,1,0,0,0,0
"20249","SNRPGP9","processed_pseudogene",1,1,0,0,0,0
"20250","SNRPN","protein_coding",38,5,5,9,21,1
"20251","SNTA1","protein_coding",2,1,0,1,0,0
"20252","SNTB1","protein_coding",1,1,0,0,0,0
"20253","SNTB2","protein_coding",1,1,0,0,0,0
"20254","SNTG1","protein_coding",3,0,0,2,1,0
"20255","SNTG2","protein_coding",2,1,0,0,0,0
"20256","SNU13","protein_coding",5,4,0,1,0,0
"20257","SNUPN","protein_coding",7,4,1,1,0,1
"20258","SNURF","protein_coding",5,2,0,0,2,1
"20259","SNW1","protein_coding",18,4,3,6,4,1
"20260","SNX1","protein_coding",18,4,3,1,7,3
"20261","SNX10","protein_coding",9,3,1,3,2,0
"20262","SNX11","protein_coding",9,5,0,0,2,2
"20263","SNX12","protein_coding",9,3,1,2,1,3
"20264","SNX13","protein_coding",18,4,8,1,3,2
"20265","SNX14","protein_coding",54,8,3,16,24,3
"20266","SNX15","protein_coding",8,3,1,1,4,0
"20267","SNX16","protein_coding",7,3,0,2,2,0
"20268","SNX17","protein_coding",18,4,1,5,7,1
"20269","SNX18","protein_coding",8,3,1,2,0,2
"20270","SNX18P8","unprocessed_pseudogene",1,1,0,0,0,0
"20271","SNX19","protein_coding",30,8,2,8,11,1
"20272","SNX2","protein_coding",21,4,3,3,10,1
"20273","SNX21","protein_coding",9,7,0,0,2,0
"20274","SNX22","protein_coding",2,2,0,0,0,0
"20275","SNX24","protein_coding",3,3,0,0,0,0
"20276","SNX25","protein_coding",11,2,0,8,1,0
"20277","SNX27","protein_coding",16,10,1,2,3,0
"20278","SNX29","protein_coding",7,2,2,2,1,0
"20279","SNX3","protein_coding",6,4,0,0,1,1
"20280","SNX30","protein_coding",1,1,0,0,0,0
"20281","SNX31","protein_coding",1,1,0,0,0,0
"20282","SNX32","protein_coding",13,1,0,0,12,0
"20283","SNX33","protein_coding",1,1,0,0,0,0
"20284","SNX3P1X","processed_pseudogene",1,1,0,0,0,0
"20285","SNX3P1Y","processed_pseudogene",1,1,0,0,0,0
"20286","SNX4","protein_coding",29,2,2,11,10,4
"20287","SNX5","protein_coding",19,8,2,4,5,0
"20288","SNX6","protein_coding",44,4,6,15,18,2
"20289","SNX7","protein_coding",15,2,2,6,4,2
"20290","SNX8","protein_coding",1,1,0,0,0,0
"20291","SNX9","protein_coding",12,1,3,8,0,1
"20292","SOAT1","protein_coding",13,3,0,6,2,2
"20293","SOBP","protein_coding",5,1,2,3,0,0
"20294","SOCS1","protein_coding",1,1,0,0,0,0
"20295","SOCS2","protein_coding",10,8,0,0,2,0
"20296","SOCS2-AS1","lncRNA",3,3,0,0,0,0
"20297","SOCS3","protein_coding",1,1,0,0,0,0
"20298","SOCS4","protein_coding",4,2,0,0,1,1
"20299","SOCS5","protein_coding",4,3,0,0,0,1
"20300","SOCS6","protein_coding",2,1,0,0,0,1
"20301","SOCS7","protein_coding",2,2,0,0,0,0
"20302","SOD1","protein_coding",4,2,0,0,2,0
"20303","SOD2","protein_coding",13,5,1,2,2,4
"20304","SOD2-OT1","lncRNA",1,1,0,0,0,0
"20305","SOD2P1","processed_pseudogene",1,1,0,0,0,0
"20306","SOGA1","protein_coding",12,1,2,3,0,2
"20307","SOGA3","protein_coding",3,0,3,3,0,0
"20308","SON","protein_coding",50,14,8,23,5,2
"20309","SORBS1","protein_coding",65,5,10,19,32,0
"20310","SORBS2","protein_coding",55,12,11,11,20,0
"20311","SORBS3","protein_coding",15,3,2,4,5,1
"20312","SORCS1","protein_coding",5,4,0,1,0,0
"20313","SORCS2","protein_coding",1,1,0,0,0,0
"20314","SORCS3","protein_coding",3,0,0,3,0,0
"20315","SORD","protein_coding",7,3,1,2,1,0
"20316","SORD2P","transcribed_unprocessed_pseudogene",1,1,0,0,0,0
"20317","SORL1","protein_coding",9,5,4,0,0,0
"20318","SORT1","protein_coding",18,2,2,12,2,0
"20319","SOS1","protein_coding",29,4,4,21,2,1
"20320","SOS2","protein_coding",21,1,4,18,0,0
"20321","SOST","protein_coding",1,1,0,0,0,0
"20322","SOSTDC1","protein_coding",1,1,0,0,0,0
"20323","SOWAHA","protein_coding",1,1,0,0,0,0
"20324","SOWAHB","protein_coding",1,1,0,0,0,0
"20325","SOWAHC","protein_coding",1,1,0,0,0,0
"20326","SOWAHD","protein_coding",1,1,0,0,0,0
"20327","SOX1","protein_coding",1,1,0,0,0,0
"20328","SOX1-OT","lncRNA",15,6,0,0,7,1
"20329","SOX10","protein_coding",2,1,1,1,0,0
"20330","SOX11","protein_coding",15,1,0,1,5,1
"20331","SOX12","protein_coding",3,1,0,0,0,1
"20332","SOX13","protein_coding",2,2,0,0,0,0
"20333","SOX15","protein_coding",3,2,0,0,1,0
"20334","SOX17","protein_coding",1,1,0,0,0,0
"20335","SOX18","protein_coding",1,1,0,0,0,0
"20336","SOX2","protein_coding",1,1,0,0,0,0
"20337","SOX2-OT","lncRNA",39,29,5,7,0,0
"20338","SOX21","protein_coding",3,1,0,0,0,0
"20339","SOX21-AS1","lncRNA",1,1,0,0,0,0
"20340","SOX3","protein_coding",2,1,0,0,1,0
"20341","SOX30","protein_coding",1,1,0,0,0,0
"20342","SOX4","protein_coding",49,1,2,2,10,14
"20343","SOX5","protein_coding",66,9,16,15,22,2
"20344","SOX5P1","processed_pseudogene",1,1,0,0,0,0
"20345","SOX6","protein_coding",3,0,3,0,0,0
"20346","SOX7","protein_coding",1,1,0,0,0,0
"20347","SOX8","protein_coding",3,2,0,0,0,1
"20348","SOX9","protein_coding",3,1,0,1,0,1
"20349","SOX9-AS1","lncRNA",8,6,0,0,2,0
"20350","SP1","protein_coding",1,1,0,0,0,0
"20351","SP100","protein_coding",3,3,0,0,0,0
"20352","SP110","protein_coding",6,3,3,0,0,0
"20353","SP140L","protein_coding",2,2,0,0,0,0
"20354","SP2","protein_coding",13,1,0,6,4,2
"20355","SP2-AS1","lncRNA",4,4,0,0,0,0
"20356","SP3","protein_coding",23,4,5,8,5,3
"20357","SP4","protein_coding",6,3,2,1,0,0
"20358","SP5","protein_coding",2,2,0,0,0,0
"20359","SP6","protein_coding",2,2,0,0,0,0
"20360","SP8","protein_coding",17,2,0,1,8,6
"20361","SP9","protein_coding",3,1,0,0,0,2
"20362","SPA17","protein_coding",3,3,0,0,0,0
"20363","SPAAR","protein_coding",2,2,0,0,0,0
"20364","SPACA5","protein_coding",1,1,0,0,0,0
"20365","SPACA6","protein_coding",1,1,0,0,0,0
"20366","SPACA9","protein_coding",4,2,0,0,2,0
"20367","SPAG16","protein_coding",8,2,1,1,1,3
"20368","SPAG17","protein_coding",1,1,0,0,0,0
"20369","SPAG4","protein_coding",1,1,0,0,0,0
"20370","SPAG5","protein_coding",30,2,5,6,15,2
"20371","SPAG6","protein_coding",1,1,0,0,0,0
"20372","SPAG7","protein_coding",5,4,0,0,0,1
"20373","SPAG8","protein_coding",5,3,2,0,0,0
"20374","SPAG9","protein_coding",115,7,31,50,28,3
"20375","SPARC","protein_coding",14,2,2,7,2,2
"20376","SPARCL1","protein_coding",5,3,1,2,0,0
"20377","SPART","protein_coding",22,7,1,5,6,3
"20378","SPART-AS1","lncRNA",3,3,0,0,0,0
"20379","SPAST","protein_coding",34,9,3,14,6,2
"20380","SPATA13","protein_coding",12,6,1,4,1,0
"20381","SPATA17","protein_coding",2,1,0,0,1,0
"20382","SPATA18","protein_coding",5,2,0,1,2,0
"20383","SPATA2","protein_coding",3,1,0,1,0,1
"20384","SPATA20","protein_coding",22,3,0,6,12,1
"20385","SPATA22","protein_coding",1,1,0,0,0,0
"20386","SPATA24","protein_coding",2,2,0,0,0,0
"20387","SPATA2L","protein_coding",3,2,0,1,0,0
"20388","SPATA33","protein_coding",9,6,2,0,1,0
"20389","SPATA4","protein_coding",2,2,0,0,0,0
"20390","SPATA41","lncRNA",1,1,0,0,0,0
"20391","SPATA5","protein_coding",5,2,1,0,1,1
"20392","SPATA5L1","protein_coding",11,4,1,0,4,2
"20393","SPATA6","protein_coding",6,4,0,0,2,0
"20394","SPATA6L","protein_coding",1,1,0,0,0,0
"20395","SPATC1L","protein_coding",3,1,0,1,0,1
"20396","SPATS2","protein_coding",27,5,2,12,8,0
"20397","SPATS2L","protein_coding",22,10,2,3,7,0
"20398","SPC24","protein_coding",5,3,0,0,0,2
"20399","SPC25","protein_coding",4,1,2,0,1,0
"20400","SPCS1","protein_coding",6,3,1,0,1,1
"20401","SPCS2","protein_coding",12,5,1,3,3,0
"20402","SPCS2P3","processed_pseudogene",1,1,0,0,0,0
"20403","SPCS2P4","processed_pseudogene",1,1,0,0,0,0
"20404","SPCS3","protein_coding",14,4,0,1,2,7
"20405","SPDL1","protein_coding",32,1,9,9,12,3
"20406","SPDYE2","protein_coding",5,0,0,3,0,2
"20407","SPECC1","protein_coding",29,9,8,5,8,0
"20408","SPECC1L","protein_coding",52,6,21,16,12,0
"20409","SPECC1L-ADORA2A","protein_coding",2,0,0,0,2,0
"20410","SPEF1","protein_coding",1,1,0,0,0,0
"20411","SPEF2","protein_coding",11,4,4,0,3,0
"20412","SPEG","protein_coding",24,5,0,11,8,0
"20413","SPEN","protein_coding",26,2,6,11,6,1
"20414","SPESP1","protein_coding",2,1,0,0,0,0
"20415","SPG11","protein_coding",33,4,11,18,0,1
"20416","SPG21","protein_coding",16,4,1,1,8,2
"20417","SPG7","protein_coding",59,31,2,11,14,1
"20418","SPHK1","protein_coding",9,5,0,1,3,0
"20419","SPHK2","protein_coding",18,7,4,4,3,2
"20420","SPHKAP","protein_coding",17,2,7,7,1,0
"20421","SPI1","protein_coding",2,2,0,0,0,0
"20422","SPICE1","protein_coding",5,2,1,0,2,0
"20423","SPIDR","protein_coding",64,7,3,13,36,5
"20424","SPIN1","protein_coding",49,4,1,7,28,9
"20425","SPIN2A","protein_coding",3,2,1,0,0,0
"20426","SPIN2B","protein_coding",9,4,2,1,2,0
"20427","SPIN3","protein_coding",36,31,3,0,2,0
"20428","SPIN4","protein_coding",1,1,0,0,0,0
"20429","SPINDOC","protein_coding",2,1,0,0,0,1
"20430","SPINK9","protein_coding",1,1,0,0,0,0
"20431","SPINT1","protein_coding",3,3,0,0,0,0
"20432","SPINT1-AS1","lncRNA",1,1,0,0,0,0
"20433","SPINT2","protein_coding",9,6,2,0,1,0
"20434","SPIRE1","protein_coding",28,7,0,17,3,1
"20435","SPIRE2","protein_coding",6,4,1,1,0,0
"20436","SPN","protein_coding",1,1,0,0,0,0
"20437","SPNS1","protein_coding",12,5,1,2,4,1
"20438","SPNS2","protein_coding",4,4,0,0,0,0
"20439","SPNS3","protein_coding",1,1,0,0,0,0
"20440","SPOCK1","protein_coding",15,2,4,6,1,3
"20441","SPOCK2","protein_coding",9,2,1,4,2,0
"20442","SPOCK3","protein_coding",10,7,0,1,1,1
"20443","SPON1","protein_coding",8,1,2,4,1,0
"20444","SPON1-AS1","lncRNA",1,1,0,0,0,0
"20445","SPON2","protein_coding",4,2,1,0,1,0
"20446","SPOP","protein_coding",14,9,2,1,2,0
"20447","SPOPL","protein_coding",4,2,0,1,1,0
"20448","SPOUT1","protein_coding",15,3,0,1,8,3
"20449","SPP1","protein_coding",5,4,0,1,0,0
"20450","SPPL2A","protein_coding",8,1,4,0,2,1
"20451","SPPL2B","protein_coding",35,1,3,8,23,0
"20452","SPPL2C","protein_coding",1,1,0,0,0,0
"20453","SPPL3","protein_coding",6,3,0,3,0,0
"20454","SPR","protein_coding",3,2,0,1,0,0
"20455","SPRED1","protein_coding",6,2,0,4,0,0
"20456","SPRED2","protein_coding",16,2,2,4,6,2
"20457","SPRED3","protein_coding",3,1,0,1,0,1
"20458","SPRTN","protein_coding",8,5,0,1,1,1
"20459","SPRY1","protein_coding",7,6,0,0,0,1
"20460","SPRY2","protein_coding",6,2,0,0,0,4
"20461","SPRY3","protein_coding",2,1,0,0,0,1
"20462","SPRY4","protein_coding",5,4,0,0,0,1
"20463","SPRY4-AS1","lncRNA",1,1,0,0,0,0
"20464","SPRYD3","protein_coding",18,2,1,7,8,1
"20465","SPRYD4","protein_coding",3,1,0,0,1,1
"20466","SPRYD7","protein_coding",6,2,0,0,1,3
"20467","SPSB1","protein_coding",3,2,0,0,0,1
"20468","SPSB2","protein_coding",4,3,0,1,0,0
"20469","SPSB3","protein_coding",28,7,2,6,11,2
"20470","SPSB4","protein_coding",5,1,0,1,1,2
"20471","SPTAN1","protein_coding",124,12,12,97,2,1
"20472","SPTB","protein_coding",4,4,0,0,0,0
"20473","SPTBN1","protein_coding",95,2,51,76,4,1
"20474","SPTBN2","protein_coding",38,4,2,28,4,2
"20475","SPTLC1","protein_coding",28,6,0,13,8,1
"20476","SPTLC1P1","transcribed_processed_pseudogene",1,1,0,0,0,0
"20477","SPTLC2","protein_coding",1,1,0,0,0,0
"20478","SPTLC3","protein_coding",3,2,0,0,1,0
"20479","SPTSSA","protein_coding",2,1,0,0,0,1
"20480","SPTSSB","protein_coding",5,5,0,0,0,0
"20481","SPTY2D1","protein_coding",4,2,0,1,0,1
"20482","SPX","protein_coding",1,1,0,0,0,0
"20483","SQLE","protein_coding",26,5,4,7,6,5
"20484","SQOR","protein_coding",1,1,0,0,0,0
"20485","SQSTM1","protein_coding",21,4,2,5,7,3
"20486","SRA1","protein_coding",5,5,0,0,0,0
"20487","SRARP","protein_coding",1,1,0,0,0,0
"20488","SRBD1","protein_coding",15,2,3,4,5,1
"20489","SRC","protein_coding",28,4,0,12,8,4
"20490","SRCAP","protein_coding",14,1,2,9,3,0
"20491","SRCIN1","protein_coding",18,3,0,15,0,0
"20492","SRD5A1","protein_coding",13,4,2,3,0,4
"20493","SRD5A3","protein_coding",6,2,0,0,1,3
"20494","SREBF1","protein_coding",14,4,1,9,1,0
"20495","SREBF2","protein_coding",55,4,3,17,19,12
"20496","SREBF2-AS1","lncRNA",1,1,0,0,0,0
"20497","SREK1","protein_coding",42,9,13,15,8,0
"20498","SREK1IP1","protein_coding",6,3,1,0,1,1
"20499","SREK1IP1P2","processed_pseudogene",1,1,0,0,0,0
"20500","SRF","protein_coding",5,1,0,4,0,0
"20501","SRFBP1","protein_coding",6,1,2,1,0,2
"20502","SRGAP1","protein_coding",34,6,6,18,1,1
"20503","SRGAP2","protein_coding",38,6,4,22,6,1
"20504","SRGAP2B","pseudogene",15,2,8,5,1,2
"20505","SRGAP2C","pseudogene",5,1,0,3,0,1
"20506","SRGAP3","protein_coding",32,3,9,14,4,2
"20507","SRGN","protein_coding",1,1,0,0,0,0
"20508","SRI","protein_coding",20,4,3,5,4,4
"20509","SRL","protein_coding",1,1,0,0,0,0
"20510","SRM","protein_coding",5,2,0,3,0,0
"20511","SRMP2","processed_pseudogene",1,1,0,0,0,0
"20512","SRP14","protein_coding",13,4,1,3,4,1
"20513","SRP14-AS1","lncRNA",4,3,0,1,0,0
"20514","SRP14P3","processed_pseudogene",1,1,0,0,0,0
"20515","SRP19","protein_coding",12,8,1,0,3,0
"20516","SRP54","protein_coding",16,5,3,6,2,0
"20517","SRP54-AS1","transcribed_unitary_pseudogene",1,1,0,0,0,0
"20518","SRP68","protein_coding",24,5,1,7,7,4
"20519","SRP72","protein_coding",26,7,10,6,3,1
"20520","SRP9","protein_coding",20,7,0,2,4,6
"20521","SRPK1","protein_coding",38,6,7,13,10,2
"20522","SRPK2","protein_coding",38,7,15,14,3,0
"20523","SRPRA","protein_coding",22,4,4,4,9,2
"20524","SRPRB","protein_coding",4,3,0,0,1,0
"20525","SRPX","protein_coding",2,2,0,0,0,0
"20526","SRPX2","protein_coding",1,1,0,0,0,0
"20527","SRR","protein_coding",32,2,3,6,9,12
"20528","SRRD","protein_coding",5,2,0,3,0,0
"20529","SRRM1","protein_coding",81,9,19,26,28,0
"20530","SRRM2","protein_coding",32,8,4,9,13,0
"20531","SRRM2-AS1","lncRNA",2,2,0,0,0,0
"20532","SRRM3","protein_coding",4,0,1,2,0,1
"20533","SRRM4","protein_coding",11,3,7,1,1,0
"20534","SRRM5","protein_coding",1,1,0,0,0,0
"20535","SRRT","protein_coding",74,7,11,23,31,2
"20536","SRSF1","protein_coding",22,6,4,5,8,0
"20537","SRSF10","protein_coding",26,7,5,0,11,3
"20538","SRSF11","protein_coding",103,10,46,44,17,1
"20539","SRSF12","protein_coding",6,3,1,0,1,1
"20540","SRSF1P1","processed_pseudogene",1,1,0,0,0,0
"20541","SRSF2","protein_coding",22,9,4,4,4,1
"20542","SRSF3","protein_coding",17,7,1,6,3,0
"20543","SRSF4","protein_coding",10,2,1,2,6,0
"20544","SRSF5","protein_coding",92,14,16,17,45,1
"20545","SRSF6","protein_coding",11,4,0,6,1,0
"20546","SRSF7","protein_coding",55,9,9,13,23,2
"20547","SRSF8","protein_coding",2,1,0,0,0,1
"20548","SRSF9","protein_coding",9,5,1,2,1,1
"20549","SRSF9P1","processed_pseudogene",1,1,0,0,0,0
"20550","SRXN1","protein_coding",1,1,0,0,0,0
"20551","SRY","protein_coding",1,1,0,0,0,0
"20552","SS18","protein_coding",26,7,2,13,4,0
"20553","SS18L1","protein_coding",12,2,4,7,2,0
"20554","SS18L2","protein_coding",2,1,0,0,0,1
"20555","SSB","protein_coding",25,5,6,6,7,1
"20556","SSBP1","protein_coding",11,8,0,0,2,1
"20557","SSBP2","protein_coding",78,11,11,18,32,4
"20558","SSBP3","protein_coding",14,4,2,8,0,1
"20559","SSBP3-AS1","lncRNA",1,1,0,0,0,0
"20560","SSBP4","protein_coding",6,3,0,2,1,0
"20561","SSH1","protein_coding",7,3,0,3,1,0
"20562","SSH2","protein_coding",6,6,0,0,0,0
"20563","SSH3","protein_coding",3,2,0,0,1,0
"20564","SSNA1","protein_coding",5,4,0,0,0,1
"20565","SSPN","protein_coding",2,2,0,0,0,0
"20566","SSR1","protein_coding",29,6,1,12,7,2
"20567","SSR2","protein_coding",13,7,0,2,2,2
"20568","SSR3","protein_coding",7,5,0,0,0,2
"20569","SSR4","protein_coding",7,5,0,2,0,0
"20570","SSR4P1","transcribed_processed_pseudogene",1,1,0,0,0,0
"20571","SSRP1","protein_coding",41,1,17,21,6,4
"20572","SST","protein_coding",1,1,0,0,0,0
"20573","SSTR1","protein_coding",1,0,0,1,0,0
"20574","SSTR2","protein_coding",8,1,0,0,3,2
"20575","SSTR4","protein_coding",1,1,0,0,0,0
"20576","SSTR5-AS1","lncRNA",1,1,0,0,0,0
"20577","SSU72","protein_coding",6,3,2,0,0,1
"20578","SSUH2","protein_coding",3,0,1,0,1,1
"20579","SSX2IP","protein_coding",38,3,4,17,13,1
"20580","ST13","protein_coding",22,1,3,10,6,3
"20581","ST13P11","processed_pseudogene",1,1,0,0,0,0
"20582","ST13P15","processed_pseudogene",1,1,0,0,0,0
"20583","ST13P16","processed_pseudogene",1,1,0,0,0,0
"20584","ST14","protein_coding",1,1,0,0,0,0
"20585","ST18","protein_coding",27,2,7,7,11,0
"20586","ST20","protein_coding",4,3,0,0,0,1
"20587","ST20-AS1","lncRNA",1,1,0,0,0,0
"20588","ST20-MTHFS","protein_coding",3,2,0,0,0,0
"20589","ST3GAL1","protein_coding",5,2,1,1,0,0
"20590","ST3GAL2","protein_coding",3,2,0,0,1,0
"20591","ST3GAL3","protein_coding",47,32,0,0,15,0
"20592","ST3GAL4","protein_coding",9,7,1,0,1,0
"20593","ST3GAL5","protein_coding",31,26,0,5,0,0
"20594","ST3GAL6","protein_coding",18,6,1,3,9,0
"20595","ST3GAL6-AS1","lncRNA",7,6,0,0,1,0
"20596","ST6GAL1","protein_coding",20,4,0,6,9,1
"20597","ST6GAL2","protein_coding",13,4,4,3,3,0
"20598","ST6GALNAC1","protein_coding",2,2,0,0,0,0
"20599","ST6GALNAC3","protein_coding",5,1,1,1,0,1
"20600","ST6GALNAC4","protein_coding",4,2,0,0,2,0
"20601","ST6GALNAC4P1","processed_pseudogene",1,1,0,0,0,0
"20602","ST6GALNAC5","protein_coding",13,4,2,3,2,2
"20603","ST6GALNAC6","protein_coding",12,8,0,1,3,0
"20604","ST7","protein_coding",27,11,3,4,9,0
"20605","ST7-OT4","lncRNA",1,1,0,0,0,0
"20606","ST7L","protein_coding",18,13,4,1,1,0
"20607","ST8SIA1","protein_coding",11,7,0,3,1,0
"20608","ST8SIA2","protein_coding",27,2,4,5,6,9
"20609","ST8SIA3","protein_coding",2,1,0,1,0,0
"20610","ST8SIA4","protein_coding",8,2,2,2,2,0
"20611","ST8SIA5","protein_coding",10,5,1,2,0,1
"20612","ST8SIA6","protein_coding",1,1,0,0,0,0
"20613","ST8SIA6-AS1","lncRNA",1,1,0,0,0,0
"20614","STAB1","protein_coding",4,1,0,2,1,0
"20615","STAC","protein_coding",2,2,0,0,0,0
"20616","STAC2","protein_coding",1,1,0,0,0,0
"20617","STAG1","protein_coding",50,6,8,31,6,0
"20618","STAG2","protein_coding",15,5,3,3,4,0
"20619","STAG3","protein_coding",4,4,0,0,0,0
"20620","STAG3L1","transcribed_unprocessed_pseudogene",7,0,4,0,2,1
"20621","STAG3L2","pseudogene",7,3,4,0,0,0
"20622","STAG3L3","transcribed_unprocessed_pseudogene",8,2,5,0,1,0
"20623","STAG3L4","transcribed_unprocessed_pseudogene",7,2,1,0,4,0
"20624","STAG3L5P","transcribed_unprocessed_pseudogene",3,2,1,0,0,0
"20625","STAG3L5P-PVRIG2P-PILRB","lncRNA",34,0,1,12,21,0
"20626","STAM","protein_coding",29,3,2,11,10,3
"20627","STAM-AS1","lncRNA",1,1,0,0,0,0
"20628","STAM2","protein_coding",13,4,2,0,1,6
"20629","STAMBP","protein_coding",22,4,3,6,10,0
"20630","STAMBPL1","protein_coding",4,3,1,0,0,0
"20631","STAP2","protein_coding",2,2,0,0,0,0
"20632","STAR","protein_coding",1,1,0,0,0,0
"20633","STARD10","protein_coding",10,5,1,1,3,0
"20634","STARD13","protein_coding",7,3,0,3,1,0
"20635","STARD3","protein_coding",22,8,0,1,13,0
"20636","STARD3NL","protein_coding",20,4,3,5,6,2
"20637","STARD4","protein_coding",12,9,1,0,2,0
"20638","STARD4-AS1","lncRNA",1,1,0,0,0,0
"20639","STARD5","protein_coding",5,3,0,0,2,0
"20640","STARD6","protein_coding",1,1,0,0,0,0
"20641","STARD7","protein_coding",23,4,0,5,9,5
"20642","STARD7-AS1","lncRNA",6,6,0,0,0,0
"20643","STARD8","protein_coding",2,2,0,0,0,0
"20644","STARD9","protein_coding",6,0,0,5,1,0
"20645","STAT1","protein_coding",27,10,0,17,0,0
"20646","STAT2","protein_coding",25,7,2,7,9,1
"20647","STAT3","protein_coding",12,9,0,0,3,0
"20648","STAT4","protein_coding",3,2,0,0,1,0
"20649","STAT5A","protein_coding",3,3,0,0,0,0
"20650","STAT5B","protein_coding",20,3,0,16,1,0
"20651","STAT6","protein_coding",5,5,0,0,0,0
"20652","STAU1","protein_coding",69,8,12,20,27,2
"20653","STAU2","protein_coding",71,11,26,19,23,1
"20654","STBD1","protein_coding",1,1,0,0,0,0
"20655","STC1","protein_coding",2,2,0,0,0,0
"20656","STC2","protein_coding",1,1,0,0,0,0
"20657","STEAP1","protein_coding",1,1,0,0,0,0
"20658","STEAP1B","protein_coding",3,2,0,0,1,0
"20659","STEAP2","protein_coding",1,1,0,0,0,0
"20660","STEAP2-AS1","lncRNA",1,1,0,0,0,0
"20661","STEAP3","protein_coding",2,2,0,0,0,0
"20662","STH","protein_coding",1,1,0,0,0,0
"20663","STIL","protein_coding",12,3,4,0,5,0
"20664","STIM1","protein_coding",18,6,0,4,1,7
"20665","STIM2","protein_coding",18,5,2,9,2,0
"20666","STIMATE","protein_coding",5,1,1,3,1,0
"20667","STIMATE-MUSTN1","protein_coding",4,1,2,1,1,0
"20668","STING1","protein_coding",10,9,0,0,1,0
"20669","STIP1","protein_coding",23,6,4,6,5,3
"20670","STK10","protein_coding",8,3,1,3,1,0
"20671","STK11","protein_coding",15,1,0,4,2,8
"20672","STK11IP","protein_coding",15,2,0,7,5,1
"20673","STK16","protein_coding",18,6,0,4,8,0
"20674","STK17A","protein_coding",5,3,2,0,0,0
"20675","STK17B","protein_coding",2,2,0,0,0,0
"20676","STK19","protein_coding",13,10,0,3,0,0
"20677","STK19B","unprocessed_pseudogene",1,1,0,0,0,0
"20678","STK24","protein_coding",12,2,0,8,1,1
"20679","STK25","protein_coding",47,9,2,11,24,1
"20680","STK25P1","processed_pseudogene",1,1,0,0,0,0
"20681","STK26","protein_coding",5,4,0,1,0,0
"20682","STK3","protein_coding",3,2,1,0,0,0
"20683","STK32A","protein_coding",4,4,0,0,0,0
"20684","STK32B","protein_coding",25,2,1,10,9,3
"20685","STK32C","protein_coding",9,4,0,2,2,1
"20686","STK33","protein_coding",8,4,0,0,3,1
"20687","STK35","protein_coding",3,1,0,2,0,0
"20688","STK36","protein_coding",19,3,0,6,10,0
"20689","STK38","protein_coding",25,1,1,12,10,1
"20690","STK38L","protein_coding",13,4,1,4,3,1
"20691","STK39","protein_coding",20,1,0,15,3,1
"20692","STK4","protein_coding",8,3,1,1,2,1
"20693","STK4-AS1","lncRNA",1,1,0,0,0,0
"20694","STK40","protein_coding",17,3,2,9,5,0
"20695","STKLD1","protein_coding",1,0,1,0,0,0
"20696","STMN1","protein_coding",31,8,2,5,5,11
"20697","STMN1P1","processed_pseudogene",1,1,0,0,0,0
"20698","STMN2","protein_coding",9,3,1,3,1,1
"20699","STMN3","protein_coding",24,2,0,7,0,15
"20700","STMN4","protein_coding",17,6,1,5,4,1
"20701","STMP1","protein_coding",7,4,0,1,1,1
"20702","STN1","protein_coding",3,3,0,0,0,0
"20703","STOM","protein_coding",3,1,0,1,1,0
"20704","STOML1","protein_coding",23,7,1,4,11,0
"20705","STOML2","protein_coding",18,4,1,4,7,2
"20706","STOML3","protein_coding",1,1,0,0,0,0
"20707","STON1","protein_coding",7,3,2,3,0,0
"20708","STON2","protein_coding",10,3,6,0,1,0
"20709","STOX1","protein_coding",8,4,2,2,0,0
"20710","STOX2","protein_coding",5,3,1,1,0,0
"20711","STPG1","protein_coding",3,3,0,0,0,0
"20712","STRA6","protein_coding",4,3,0,0,0,1
"20713","STRADA","protein_coding",43,24,4,5,10,0
"20714","STRADB","protein_coding",21,3,5,4,9,0
"20715","STRAP","protein_coding",15,4,0,7,3,1
"20716","STRBP","protein_coding",27,3,3,14,5,2
"20717","STRC","protein_coding",1,1,0,0,0,0
"20718","STRIP1","protein_coding",45,4,2,19,15,6
"20719","STRIP2","protein_coding",2,2,0,0,0,0
"20720","STRIT1","protein_coding",1,1,0,0,0,0
"20721","STRN","protein_coding",2,1,1,0,0,0
"20722","STRN3","protein_coding",5,2,0,3,0,0
"20723","STRN4","protein_coding",32,6,0,22,3,1
"20724","STS","protein_coding",2,1,0,0,1,0
"20725","STT3A","protein_coding",30,6,1,11,8,4
"20726","STT3B","protein_coding",23,5,2,13,1,2
"20727","STUB1","protein_coding",6,5,0,0,1,0
"20728","STUM","protein_coding",14,0,2,3,3,5
"20729","STX10","protein_coding",7,5,1,2,0,0
"20730","STX11","protein_coding",1,1,0,0,0,0
"20731","STX12","protein_coding",18,3,1,7,5,2
"20732","STX16","protein_coding",15,7,1,5,3,0
"20733","STX16-NPEPL1","protein_coding",17,1,3,5,10,0
"20734","STX17","protein_coding",6,4,1,0,1,0
"20735","STX17-AS1","lncRNA",1,1,0,0,0,0
"20736","STX18","protein_coding",11,5,4,0,2,0
"20737","STX18-AS1","lncRNA",9,7,0,0,2,0
"20738","STX1A","protein_coding",21,4,0,6,9,2
"20739","STX1B","protein_coding",9,1,0,8,0,0
"20740","STX2","protein_coding",15,3,1,6,2,3
"20741","STX3","protein_coding",29,3,0,5,18,3
