ensg	set
ENSG00000145632	DTE
ENSG00000145675	DTE
ENSG00000145687	DTE
ENSG00000145725	DTE
ENSG00000145730	DTE
ENSG00000145781	DTE
ENSG00000145864	DTE
ENSG00000145907	DTE
ENSG00000145920	DTE
ENSG00000145934	DTE
ENSG00000145990	DTE
ENSG00000145996	DTE
ENSG00000146005	DTE
ENSG00000146072	DTE
ENSG00000146151	DTE
ENSG00000146247	DTE
ENSG00000146374	DTE
ENSG00000146426	DTE
ENSG00000146476	DTE
ENSG00000146592	DTE
ENSG00000146670	DTE
ENSG00000146729	DTE
ENSG00000146733	DTE
ENSG00000146776	DTE
ENSG00000146833	DTE
ENSG00000146918	DTE
ENSG00000146950	DTE
ENSG00000146963	DTE
ENSG00000147027	DTE
ENSG00000147065	DTE
ENSG00000147099	DTE
ENSG00000147100	DTE
ENSG00000147121	DTE
ENSG00000147140	DTE
ENSG00000147144	DTE
ENSG00000147162	DTE
ENSG00000147180	DTE
ENSG00000147231	DTE
ENSG00000147274	DTE
ENSG00000147364	DTE
ENSG00000147408	DTE
ENSG00000147471	DTE
ENSG00000147488	DTE
ENSG00000147548	DTE
ENSG00000147588	DTE
ENSG00000147642	DTE
ENSG00000147649	DTE
ENSG00000147676	DTE
ENSG00000147799	DTE
ENSG00000147852	DTE
ENSG00000147853	DTE
ENSG00000147862	DTE
ENSG00000147872	DTE
ENSG00000147874	DTE
ENSG00000148019	DTE
ENSG00000148053	DTE
ENSG00000148175	DTE
ENSG00000148180	DTE
ENSG00000148297	DTE
ENSG00000148337	DTE
ENSG00000148339	DTE
ENSG00000148341	DTE
ENSG00000148356	DTE
ENSG00000148400	DTE
ENSG00000148429	DTE
ENSG00000148516	DTE
ENSG00000148600	DTE
ENSG00000148634	DTE
ENSG00000148660	DTE
ENSG00000148672	DTE
ENSG00000148700	DTE
ENSG00000148730	DTE
ENSG00000148773	DTE
ENSG00000148798	DTE
ENSG00000148824	DTE
ENSG00000148841	DTE
ENSG00000148925	DTE
ENSG00000148943	DTE
ENSG00000148948	DTE
ENSG00000149115	DTE
ENSG00000149131	DTE
ENSG00000149182	DTE
ENSG00000149187	DTE
ENSG00000149231	DTE
ENSG00000149243	DTE
ENSG00000149257	DTE
ENSG00000149260	DTE
ENSG00000149269	DTE
ENSG00000149294	DTE
ENSG00000149313	DTE
ENSG00000149503	DTE
ENSG00000149554	DTE
ENSG00000149557	DTE
ENSG00000149571	DTE
ENSG00000149577	DTE
ENSG00000149636	DTE
ENSG00000149926	DTE
ENSG00000149927	DTE
ENSG00000149930	DTE
ENSG00000149970	DTE
ENSG00000150093	DTE
ENSG00000150361	DTE
ENSG00000150403	DTE
ENSG00000150471	DTE
ENSG00000150540	DTE
ENSG00000150593	DTE
ENSG00000150625	DTE
ENSG00000150672	DTE
ENSG00000150687	DTE
ENSG00000150764	DTE
ENSG00000150787	DTE
ENSG00000150995	DTE
ENSG00000151023	DTE
ENSG00000151135	DTE
ENSG00000151150	DTE
ENSG00000151229	DTE
ENSG00000151233	DTE
ENSG00000151239	DTE
ENSG00000151292	DTE
ENSG00000151376	DTE
ENSG00000151414	DTE
ENSG00000151461	DTE
ENSG00000151474	DTE
ENSG00000151490	DTE
ENSG00000151491	DTE
ENSG00000151503	DTE
ENSG00000151532	DTE
ENSG00000151572	DTE
ENSG00000151632	DTE
ENSG00000151640	DTE
ENSG00000151690	DTE
ENSG00000151694	DTE
ENSG00000151725	DTE
ENSG00000151726	DTE
ENSG00000151743	DTE
ENSG00000151746	DTE
ENSG00000151789	DTE
ENSG00000151834	DTE
ENSG00000151914	DTE
ENSG00000151917	DTE
ENSG00000151948	DTE
ENSG00000152061	DTE
ENSG00000152154	DTE
ENSG00000152217	DTE
ENSG00000152253	DTE
ENSG00000152377	DTE
ENSG00000152404	DTE
ENSG00000152413	DTE
ENSG00000152495	DTE
ENSG00000152503	DTE
ENSG00000152518	DTE
ENSG00000152558	DTE
ENSG00000152578	DTE
ENSG00000152642	DTE
ENSG00000152767	DTE
ENSG00000152782	DTE
ENSG00000152894	DTE
ENSG00000152910	DTE
ENSG00000152952	DTE
ENSG00000152953	DTE
ENSG00000152969	DTE
ENSG00000153071	DTE
ENSG00000153132	DTE
ENSG00000153147	DTE
ENSG00000153233	DTE
ENSG00000153234	DTE
ENSG00000153291	DTE
ENSG00000153310	DTE
ENSG00000153317	DTE
ENSG00000153339	DTE
ENSG00000153395	DTE
ENSG00000153487	DTE
ENSG00000153558	DTE
ENSG00000153814	DTE
ENSG00000153815	DTE
ENSG00000153820	DTE
ENSG00000153885	DTE
ENSG00000153904	DTE
ENSG00000153914	DTE
ENSG00000153944	DTE
ENSG00000153956	DTE
ENSG00000154040	DTE
ENSG00000154059	DTE
ENSG00000154096	DTE
ENSG00000154118	DTE
ENSG00000154122	DTE
ENSG00000154144	DTE
ENSG00000154153	DTE
ENSG00000154162	DTE
ENSG00000154277	DTE
ENSG00000154310	DTE
ENSG00000154319	DTE
ENSG00000154380	DTE
ENSG00000154447	DTE
ENSG00000154473	DTE
ENSG00000154511	DTE
ENSG00000154545	DTE
ENSG00000154553	DTE
ENSG00000154556	DTE
ENSG00000154639	DTE
ENSG00000154640	DTE
ENSG00000154678	DTE
ENSG00000154721	DTE
ENSG00000154917	DTE
ENSG00000154928	DTE
ENSG00000154930	DTE
ENSG00000154975	DTE
ENSG00000155052	DTE
ENSG00000155093	DTE
ENSG00000155096	DTE
ENSG00000155256	DTE
ENSG00000155363	DTE
ENSG00000155511	DTE
ENSG00000155660	DTE
ENSG00000155755	DTE
ENSG00000155849	DTE
ENSG00000155893	DTE
ENSG00000155974	DTE
ENSG00000155980	DTE
ENSG00000156011	DTE
ENSG00000156026	DTE
ENSG00000156052	DTE
ENSG00000156103	DTE
ENSG00000156110	DTE
ENSG00000156162	DTE
ENSG00000156256	DTE
ENSG00000156384	DTE
ENSG00000156515	DTE
ENSG00000156564	DTE
ENSG00000156709	DTE
ENSG00000156802	DTE
ENSG00000156804	DTE
ENSG00000156931	DTE
ENSG00000156970	DTE
ENSG00000156976	DTE
ENSG00000157064	DTE
ENSG00000157077	DTE
ENSG00000157103	DTE
ENSG00000157168	DTE
ENSG00000157184	DTE
ENSG00000157191	DTE
ENSG00000157212	DTE
ENSG00000157404	DTE
ENSG00000157456	DTE
ENSG00000157470	DTE
ENSG00000157514	DTE
ENSG00000157557	DTE
ENSG00000157637	DTE
ENSG00000157654	DTE
ENSG00000157851	DTE
ENSG00000157911	DTE
ENSG00000157954	DTE
ENSG00000157985	DTE
ENSG00000158186	DTE
ENSG00000158195	DTE
ENSG00000158201	DTE
ENSG00000158234	DTE
ENSG00000158258	DTE
ENSG00000158555	DTE
ENSG00000158560	DTE
ENSG00000158604	DTE
ENSG00000158669	DTE
ENSG00000158710	DTE
ENSG00000158856	DTE
ENSG00000158882	DTE
ENSG00000158966	DTE
ENSG00000159063	DTE
ENSG00000159164	DTE
ENSG00000159200	DTE
ENSG00000159259	DTE
ENSG00000159409	DTE
ENSG00000159423	DTE
ENSG00000159592	DTE
ENSG00000159658	DTE
ENSG00000159712	DTE
ENSG00000159784	DTE
ENSG00000159788	DTE
ENSG00000159792	DTE
ENSG00000159842	DTE
ENSG00000159871	DTE
ENSG00000160007	DTE
ENSG00000160094	DTE
ENSG00000160145	DTE
ENSG00000160190	DTE
ENSG00000160191	DTE
ENSG00000160233	DTE
ENSG00000160271	DTE
ENSG00000160293	DTE
ENSG00000160325	DTE
ENSG00000160410	DTE
ENSG00000160710	DTE
ENSG00000160716	DTE
ENSG00000160753	DTE
ENSG00000160957	DTE
ENSG00000160963	DTE
ENSG00000161048	DTE
ENSG00000161202	DTE
ENSG00000161298	DTE
ENSG00000161647	DTE
ENSG00000161671	DTE
ENSG00000161800	DTE
ENSG00000162105	DTE
ENSG00000162337	DTE
ENSG00000162374	DTE
ENSG00000162407	DTE
ENSG00000162426	DTE
ENSG00000162433	DTE
ENSG00000162493	DTE
ENSG00000162512	DTE
ENSG00000162521	DTE
ENSG00000162576	DTE
ENSG00000162599	DTE
ENSG00000162607	DTE
ENSG00000162639	DTE
ENSG00000162670	DTE
ENSG00000162692	DTE
ENSG00000162706	DTE
ENSG00000162722	DTE
ENSG00000162734	DTE
ENSG00000162735	DTE
ENSG00000162736	DTE
ENSG00000162873	DTE
ENSG00000162909	DTE
ENSG00000162944	DTE
ENSG00000162951	DTE
ENSG00000162992	DTE
ENSG00000163026	DTE
ENSG00000163032	DTE
ENSG00000163069	DTE
ENSG00000163104	DTE
ENSG00000163110	DTE
ENSG00000163214	DTE
ENSG00000163257	DTE
ENSG00000163319	DTE
ENSG00000163346	DTE
ENSG00000163399	DTE
ENSG00000163412	DTE
ENSG00000163462	DTE
ENSG00000163485	DTE
ENSG00000163486	DTE
ENSG00000163507	DTE
ENSG00000163508	DTE
ENSG00000163531	DTE
ENSG00000163535	DTE
ENSG00000163536	DTE
ENSG00000163539	DTE
ENSG00000163565	DTE
ENSG00000163611	DTE
ENSG00000163618	DTE
ENSG00000163630	DTE
ENSG00000163684	DTE
ENSG00000163697	DTE
ENSG00000163702	DTE
ENSG00000163728	DTE
ENSG00000163754	DTE
ENSG00000163755	DTE
ENSG00000163788	DTE
ENSG00000163808	DTE
ENSG00000163812	DTE
ENSG00000163875	DTE
ENSG00000163904	DTE
ENSG00000163918	DTE
ENSG00000163938	DTE
ENSG00000163939	DTE
ENSG00000163947	DTE
ENSG00000163995	DTE
ENSG00000164032	DTE
ENSG00000164038	DTE
ENSG00000164039	DTE
ENSG00000164045	DTE
ENSG00000164061	DTE
ENSG00000164062	DTE
ENSG00000164066	DTE
ENSG00000164076	DTE
ENSG00000164082	DTE
ENSG00000164087	DTE
ENSG00000164104	DTE
ENSG00000164109	DTE
ENSG00000164111	DTE
ENSG00000164116	DTE
ENSG00000164117	DTE
ENSG00000164128	DTE
ENSG00000164129	DTE
ENSG00000164197	DTE
ENSG00000164199	DTE
ENSG00000164219	DTE
ENSG00000164306	DTE
ENSG00000164402	DTE
ENSG00000164414	DTE
ENSG00000164418	DTE
ENSG00000164484	DTE
ENSG00000164506	DTE
ENSG00000164542	DTE
ENSG00000164543	DTE
ENSG00000164604	DTE
ENSG00000164611	DTE
ENSG00000164620	DTE
ENSG00000164649	DTE
ENSG00000164651	DTE
ENSG00000164687	DTE
ENSG00000164692	DTE
ENSG00000164741	DTE
ENSG00000164751	DTE
ENSG00000164754	DTE
ENSG00000164794	DTE
ENSG00000164796	DTE
ENSG00000164828	DTE
ENSG00000164830	DTE
ENSG00000164841	DTE
ENSG00000164889	DTE
ENSG00000164904	DTE
ENSG00000164924	DTE
ENSG00000164930	DTE
ENSG00000164938	DTE
ENSG00000164951	DTE
ENSG00000164953	DTE
ENSG00000164975	DTE
ENSG00000164976	DTE
ENSG00000164985	DTE
ENSG00000164989	DTE
ENSG00000165023	DTE
ENSG00000165084	DTE
ENSG00000165119	DTE
ENSG00000165175	DTE
ENSG00000165185	DTE
ENSG00000165209	DTE
ENSG00000165304	DTE
ENSG00000165322	DTE
ENSG00000165323	DTE
ENSG00000165379	DTE
ENSG00000165434	DTE
ENSG00000165443	DTE
ENSG00000165449	DTE
ENSG00000165480	DTE
ENSG00000165490	DTE
ENSG00000165495	DTE
ENSG00000165609	DTE
ENSG00000165617	DTE
ENSG00000165637	DTE
ENSG00000165644	DTE
ENSG00000165730	DTE
ENSG00000165795	DTE
ENSG00000165801	DTE
ENSG00000165802	DTE
ENSG00000165804	DTE
ENSG00000165806	DTE
ENSG00000165821	DTE
ENSG00000165868	DTE
ENSG00000165895	DTE
ENSG00000165915	DTE
ENSG00000165943	DTE
ENSG00000165966	DTE
ENSG00000165973	DTE
ENSG00000166016	DTE
ENSG00000166073	DTE
ENSG00000166086	DTE
ENSG00000166111	DTE
ENSG00000166123	DTE
ENSG00000166128	DTE
ENSG00000166130	DTE
ENSG00000166173	DTE
ENSG00000166206	DTE
ENSG00000166257	DTE
ENSG00000166265	DTE
ENSG00000166272	DTE
ENSG00000166313	DTE
ENSG00000166340	DTE
ENSG00000166377	DTE
ENSG00000166387	DTE
ENSG00000166405	DTE
ENSG00000166411	DTE
ENSG00000166444	DTE
ENSG00000166448	DTE
ENSG00000166483	DTE
ENSG00000166484	DTE
ENSG00000166508	DTE
ENSG00000166526	DTE
ENSG00000166532	DTE
ENSG00000166579	DTE
ENSG00000166619	DTE
ENSG00000166682	DTE
ENSG00000166685	DTE
ENSG00000166689	DTE
ENSG00000166707	DTE
ENSG00000166710	DTE
ENSG00000166734	DTE
ENSG00000166803	DTE
ENSG00000166822	DTE
ENSG00000166833	DTE
ENSG00000166851	DTE
ENSG00000166881	DTE
ENSG00000166900	DTE
ENSG00000166912	DTE
ENSG00000166922	DTE
ENSG00000166924	DTE
ENSG00000166925	DTE
ENSG00000166946	DTE
ENSG00000166963	DTE
ENSG00000166974	DTE
ENSG00000166986	DTE
ENSG00000166987	DTE
ENSG00000167065	DTE
ENSG00000167081	DTE
ENSG00000167100	DTE
ENSG00000167178	DTE
ENSG00000167182	DTE
ENSG00000167191	DTE
ENSG00000167258	DTE
ENSG00000167306	DTE
ENSG00000167315	DTE
ENSG00000167323	DTE
ENSG00000167325	DTE
ENSG00000167371	DTE
ENSG00000167377	DTE
ENSG00000167461	DTE
ENSG00000167491	DTE
ENSG00000167508	DTE
ENSG00000167535	DTE
ENSG00000167552	DTE
ENSG00000167553	DTE
ENSG00000167562	DTE
ENSG00000167588	DTE
ENSG00000167614	DTE
ENSG00000167619	DTE
ENSG00000167632	DTE
ENSG00000167642	DTE
ENSG00000167695	DTE
ENSG00000167702	DTE
ENSG00000167703	DTE
ENSG00000167740	DTE
ENSG00000167747	DTE
ENSG00000167778	DTE
ENSG00000167842	DTE
ENSG00000168036	DTE
ENSG00000168077	DTE
ENSG00000168078	DTE
ENSG00000168152	DTE
ENSG00000168175	DTE
ENSG00000168209	DTE
ENSG00000168214	DTE
ENSG00000168297	DTE
ENSG00000168301	DTE
ENSG00000168309	DTE
ENSG00000168310	DTE
ENSG00000168385	DTE
ENSG00000168393	DTE
ENSG00000168394	DTE
ENSG00000168461	DTE
ENSG00000168476	DTE
ENSG00000168487	DTE
ENSG00000168490	DTE
ENSG00000168496	DTE
ENSG00000168502	DTE
ENSG00000168528	DTE
ENSG00000168546	DTE
ENSG00000168610	DTE
ENSG00000168615	DTE
ENSG00000168646	DTE
ENSG00000168672	DTE
ENSG00000168802	DTE
ENSG00000168824	DTE
ENSG00000168843	DTE
ENSG00000168884	DTE
ENSG00000168916	DTE
ENSG00000168952	DTE
ENSG00000168958	DTE
ENSG00000168959	DTE
ENSG00000168993	DTE
ENSG00000169085	DTE
ENSG00000169122	DTE
ENSG00000169174	DTE
ENSG00000169251	DTE
ENSG00000169255	DTE
ENSG00000169258	DTE
ENSG00000169282	DTE
ENSG00000169299	DTE
ENSG00000169398	DTE
ENSG00000169432	DTE
ENSG00000169439	DTE
ENSG00000169554	DTE
ENSG00000169604	DTE
ENSG00000169607	DTE
ENSG00000169679	DTE
ENSG00000169710	DTE
ENSG00000169727	DTE
ENSG00000169744	DTE
ENSG00000169750	DTE
ENSG00000169756	DTE
ENSG00000169764	DTE
ENSG00000169813	DTE
ENSG00000169855	DTE
ENSG00000169862	DTE
ENSG00000169919	DTE
ENSG00000170017	DTE
ENSG00000170049	DTE
ENSG00000170091	DTE
ENSG00000170242	DTE
ENSG00000170271	DTE
ENSG00000170275	DTE
ENSG00000170312	DTE
ENSG00000170370	DTE
ENSG00000170381	DTE
ENSG00000170390	DTE
ENSG00000170500	DTE
ENSG00000170525	DTE
ENSG00000170558	DTE
ENSG00000170579	DTE
ENSG00000170727	DTE
ENSG00000170776	DTE
ENSG00000170779	DTE
ENSG00000170791	DTE
ENSG00000170873	DTE
ENSG00000170893	DTE
ENSG00000170903	DTE
ENSG00000170962	DTE
ENSG00000170989	DTE
ENSG00000171100	DTE
ENSG00000171130	DTE
ENSG00000171132	DTE
ENSG00000171302	DTE
ENSG00000171316	DTE
ENSG00000171320	DTE
ENSG00000171462	DTE
ENSG00000171476	DTE
ENSG00000171492	DTE
ENSG00000171532	DTE
ENSG00000171603	DTE
ENSG00000171604	DTE
ENSG00000171649	DTE
ENSG00000171723	DTE
ENSG00000171735	DTE
ENSG00000171766	DTE
ENSG00000171817	DTE
ENSG00000171843	DTE
ENSG00000171848	DTE
ENSG00000171867	DTE
ENSG00000171953	DTE
ENSG00000172020	DTE
ENSG00000172037	DTE
ENSG00000172081	DTE
ENSG00000172159	DTE
ENSG00000172209	DTE
ENSG00000172244	DTE
ENSG00000172260	DTE
ENSG00000172264	DTE
ENSG00000172340	DTE
ENSG00000172348	DTE
ENSG00000172380	DTE
ENSG00000172469	DTE
ENSG00000172602	DTE
ENSG00000172638	DTE
ENSG00000172728	DTE
ENSG00000172731	DTE
ENSG00000172765	DTE
ENSG00000172893	DTE
ENSG00000172939	DTE
ENSG00000172995	DTE
ENSG00000173020	DTE
ENSG00000173040	DTE
ENSG00000173041	DTE
ENSG00000173114	DTE
ENSG00000173145	DTE
ENSG00000173207	DTE
ENSG00000173210	DTE
ENSG00000173230	DTE
ENSG00000173334	DTE
ENSG00000173406	DTE
ENSG00000173473	DTE
ENSG00000173482	DTE
ENSG00000173726	DTE
ENSG00000173812	DTE
ENSG00000173852	DTE
ENSG00000173894	DTE
ENSG00000173898	DTE
ENSG00000173905	DTE
ENSG00000173914	DTE
ENSG00000173926	DTE
ENSG00000174021	DTE
ENSG00000174136	DTE
ENSG00000174371	DTE
ENSG00000174437	DTE
ENSG00000174456	DTE
ENSG00000174460	DTE
ENSG00000174501	DTE
ENSG00000174521	DTE
ENSG00000174607	DTE
ENSG00000174705	DTE
ENSG00000174720	DTE
ENSG00000174748	DTE
ENSG00000174938	DTE
ENSG00000174943	DTE
ENSG00000174996	DTE
ENSG00000175029	DTE
ENSG00000175087	DTE
ENSG00000175093	DTE
ENSG00000175115	DTE
ENSG00000175161	DTE
ENSG00000175182	DTE
ENSG00000175183	DTE
ENSG00000175215	DTE
ENSG00000175224	DTE
ENSG00000175264	DTE
ENSG00000175274	DTE
ENSG00000175305	DTE
ENSG00000175309	DTE
ENSG00000175354	DTE
ENSG00000175387	DTE
ENSG00000175395	DTE
ENSG00000175414	DTE
ENSG00000175416	DTE
ENSG00000175445	DTE
ENSG00000175497	DTE
ENSG00000175567	DTE
ENSG00000175575	DTE
ENSG00000175582	DTE
ENSG00000175634	DTE
ENSG00000175662	DTE
ENSG00000175806	DTE
ENSG00000175866	DTE
ENSG00000175893	DTE
ENSG00000175970	DTE
ENSG00000176014	DTE
ENSG00000176022	DTE
ENSG00000176049	DTE
ENSG00000176055	DTE
ENSG00000176105	DTE
ENSG00000176142	DTE
ENSG00000176208	DTE
ENSG00000176273	DTE
ENSG00000176390	DTE
ENSG00000176406	DTE
ENSG00000176463	DTE
ENSG00000176490	DTE
ENSG00000176619	DTE
ENSG00000176623	DTE
ENSG00000176720	DTE
ENSG00000176749	DTE
ENSG00000176771	DTE
ENSG00000176890	DTE
ENSG00000176956	DTE
ENSG00000176974	DTE
ENSG00000177030	DTE
ENSG00000177082	DTE
ENSG00000177098	DTE
ENSG00000177133	DTE
ENSG00000177181	DTE
ENSG00000177311	DTE
ENSG00000177380	DTE
ENSG00000177426	DTE
ENSG00000177427	DTE
ENSG00000177542	DTE
ENSG00000177614	DTE
ENSG00000177879	DTE
ENSG00000177889	DTE
ENSG00000177917	DTE
ENSG00000177990	DTE
ENSG00000178075	DTE
ENSG00000178104	DTE
ENSG00000178162	DTE
ENSG00000178171	DTE
ENSG00000178188	DTE
ENSG00000178234	DTE
ENSG00000178295	DTE
ENSG00000178498	DTE
ENSG00000178502	DTE
ENSG00000178662	DTE
ENSG00000178764	DTE
ENSG00000178878	DTE
ENSG00000178965	DTE
ENSG00000179051	DTE
ENSG00000179094	DTE
ENSG00000179104	DTE
ENSG00000179222	DTE
ENSG00000179241	DTE
ENSG00000179292	DTE
ENSG00000179314	DTE
ENSG00000179542	DTE
ENSG00000179630	DTE
ENSG00000179796	DTE
ENSG00000179909	DTE
ENSG00000179915	DTE
ENSG00000180011	DTE
ENSG00000180198	DTE
ENSG00000180347	DTE
ENSG00000180398	DTE
ENSG00000180530	DTE
ENSG00000180537	DTE
ENSG00000180747	DTE
ENSG00000180773	DTE
ENSG00000180828	DTE
ENSG00000180855	DTE
ENSG00000180957	DTE
ENSG00000180979	DTE
ENSG00000181045	DTE
ENSG00000181192	DTE
ENSG00000181195	DTE
ENSG00000181450	DTE
ENSG00000181481	DTE
ENSG00000181722	DTE
ENSG00000181744	DTE
ENSG00000181751	DTE
ENSG00000181830	DTE
ENSG00000181852	DTE
ENSG00000181938	DTE
ENSG00000181965	DTE
ENSG00000181982	DTE
ENSG00000182010	DTE
ENSG00000182022	DTE
ENSG00000182050	DTE
ENSG00000182054	DTE
ENSG00000182093	DTE
ENSG00000182175	DTE
ENSG00000182199	DTE
ENSG00000182255	DTE
ENSG00000182287	DTE
ENSG00000182389	DTE
ENSG00000182473	DTE
ENSG00000182541	DTE
ENSG00000182568	DTE
ENSG00000182575	DTE
ENSG00000182667	DTE
ENSG00000182670	DTE
ENSG00000182718	DTE
ENSG00000182796	DTE
ENSG00000182841	DTE
ENSG00000182919	DTE
ENSG00000182944	DTE
ENSG00000182957	DTE
ENSG00000182963	DTE
ENSG00000182979	DTE
ENSG00000182985	DTE
ENSG00000183044	DTE
ENSG00000183172	DTE
ENSG00000183255	DTE
ENSG00000183283	DTE
ENSG00000183287	DTE
ENSG00000183307	DTE
ENSG00000183337	DTE
ENSG00000183530	DTE
ENSG00000183621	DTE
ENSG00000183715	DTE
ENSG00000183765	DTE
ENSG00000183828	DTE
ENSG00000183837	DTE
ENSG00000183943	DTE
ENSG00000183963	DTE
ENSG00000184117	DTE
ENSG00000184304	DTE
ENSG00000184319	DTE
ENSG00000184368	DTE
ENSG00000184486	DTE
ENSG00000184489	DTE
ENSG00000184588	DTE
ENSG00000184613	DTE
ENSG00000184635	DTE
ENSG00000184640	DTE
ENSG00000184661	DTE
ENSG00000184672	DTE
ENSG00000184702	DTE
ENSG00000184905	DTE
ENSG00000185008	DTE
ENSG00000185009	DTE
ENSG00000185010	DTE
ENSG00000185024	DTE
ENSG00000185046	DTE
ENSG00000185070	DTE
ENSG00000185164	DTE
ENSG00000185274	DTE
ENSG00000185442	DTE
ENSG00000185480	DTE
ENSG00000185485	DTE
ENSG00000185507	DTE
ENSG00000185565	DTE
ENSG00000185619	DTE
ENSG00000185630	DTE
ENSG00000185650	DTE
ENSG00000185651	DTE
ENSG00000185658	DTE
ENSG00000185774	DTE
ENSG00000185787	DTE
ENSG00000185904	DTE
ENSG00000185942	DTE
ENSG00000186001	DTE
ENSG00000186020	DTE
ENSG00000186063	DTE
ENSG00000186073	DTE
ENSG00000186106	DTE
ENSG00000186111	DTE
ENSG00000186230	DTE
ENSG00000186231	DTE
ENSG00000186260	DTE
ENSG00000186297	DTE
ENSG00000186298	DTE
ENSG00000186340	DTE
ENSG00000186369	DTE
ENSG00000186469	DTE
ENSG00000186472	DTE
ENSG00000186479	DTE
ENSG00000186487	DTE
ENSG00000186522	DTE
ENSG00000186532	DTE
ENSG00000186566	DTE
ENSG00000186575	DTE
ENSG00000186642	DTE
ENSG00000186648	DTE
ENSG00000186715	DTE
ENSG00000186732	DTE
ENSG00000187091	DTE
ENSG00000187122	DTE
ENSG00000187123	DTE
ENSG00000187135	DTE
ENSG00000187164	DTE
ENSG00000187189	DTE
ENSG00000187239	DTE
ENSG00000187243	DTE
ENSG00000187325	DTE
ENSG00000187391	DTE
ENSG00000187609	DTE
ENSG00000187672	DTE
ENSG00000187676	DTE
ENSG00000187678	DTE
ENSG00000187735	DTE
ENSG00000188070	DTE
ENSG00000188191	DTE
ENSG00000188313	DTE
ENSG00000188343	DTE
ENSG00000188428	DTE
ENSG00000188486	DTE
ENSG00000188529	DTE
ENSG00000188559	DTE
ENSG00000188580	DTE
ENSG00000188643	DTE
ENSG00000188706	DTE
ENSG00000188811	DTE
ENSG00000188938	DTE
ENSG00000189067	DTE
ENSG00000189159	DTE
ENSG00000189238	DTE
ENSG00000189266	DTE
ENSG00000189319	DTE
ENSG00000189337	DTE
ENSG00000189403	DTE
ENSG00000196104	DTE
ENSG00000196116	DTE
ENSG00000196123	DTE
ENSG00000196132	DTE
ENSG00000196141	DTE
ENSG00000196159	DTE
ENSG00000196189	DTE
ENSG00000196220	DTE
ENSG00000196235	DTE
ENSG00000196305	DTE
ENSG00000196353	DTE
ENSG00000196504	DTE
ENSG00000196526	DTE
ENSG00000196535	DTE
ENSG00000196562	DTE
ENSG00000196586	DTE
ENSG00000196628	DTE
ENSG00000196660	DTE
ENSG00000196670	DTE
ENSG00000196712	DTE
ENSG00000196776	DTE
ENSG00000196781	DTE
ENSG00000196914	DTE
ENSG00000196923	DTE
ENSG00000196924	DTE
ENSG00000196935	DTE
ENSG00000196937	DTE
ENSG00000196950	DTE
ENSG00000196961	DTE
ENSG00000196990	DTE
ENSG00000197043	DTE
ENSG00000197062	DTE
ENSG00000197093	DTE
ENSG00000197111	DTE
ENSG00000197122	DTE
ENSG00000197226	DTE
ENSG00000197275	DTE
ENSG00000197283	DTE
ENSG00000197321	DTE
ENSG00000197457	DTE
ENSG00000197535	DTE
ENSG00000197555	DTE
ENSG00000197579	DTE
ENSG00000197635	DTE
ENSG00000197694	DTE
ENSG00000197702	DTE
ENSG00000197712	DTE
ENSG00000197872	DTE
ENSG00000197894	DTE
ENSG00000197928	DTE
ENSG00000197959	DTE
ENSG00000197965	DTE
ENSG00000197971	DTE
ENSG00000198015	DTE
ENSG00000198040	DTE
ENSG00000198053	DTE
ENSG00000198060	DTE
ENSG00000198075	DTE
ENSG00000198121	DTE
ENSG00000198133	DTE
ENSG00000198157	DTE
ENSG00000198171	DTE
ENSG00000198208	DTE
ENSG00000198216	DTE
ENSG00000198218	DTE
ENSG00000198363	DTE
ENSG00000198399	DTE
ENSG00000198408	DTE
ENSG00000198513	DTE
ENSG00000198554	DTE
ENSG00000198561	DTE
ENSG00000198604	DTE
ENSG00000198648	DTE
ENSG00000198663	DTE
ENSG00000198668	DTE
ENSG00000198689	DTE
ENSG00000198700	DTE
ENSG00000198721	DTE
ENSG00000198722	DTE
ENSG00000198729	DTE
ENSG00000198732	DTE
ENSG00000198756	DTE
ENSG00000198780	DTE
ENSG00000198791	DTE
ENSG00000198792	DTE
ENSG00000198794	DTE
ENSG00000198818	DTE
ENSG00000198822	DTE
ENSG00000198826	DTE
ENSG00000198830	DTE
ENSG00000198853	DTE
ENSG00000198858	DTE
ENSG00000198865	DTE
ENSG00000198873	DTE
ENSG00000198885	DTE
ENSG00000198887	DTE
ENSG00000198890	DTE
ENSG00000198898	DTE
ENSG00000198901	DTE
ENSG00000198910	DTE
ENSG00000198911	DTE
ENSG00000198915	DTE
ENSG00000198929	DTE
ENSG00000198932	DTE
ENSG00000198945	DTE
ENSG00000198951	DTE
ENSG00000198954	DTE
ENSG00000198963	DTE
ENSG00000198964	DTE
ENSG00000204084	DTE
ENSG00000204128	DTE
ENSG00000204130	DTE
ENSG00000204256	DTE
ENSG00000204463	DTE
ENSG00000204580	DTE
ENSG00000204624	DTE
ENSG00000204681	DTE
ENSG00000204842	DTE
ENSG00000204843	DTE
ENSG00000204967	DTE
ENSG00000204969	DTE
ENSG00000204970	DTE
ENSG00000205302	DTE
ENSG00000205336	DTE
ENSG00000205581	DTE
ENSG00000205593	DTE
ENSG00000205659	DTE
ENSG00000205726	DTE
ENSG00000205937	DTE
ENSG00000206053	DTE
ENSG00000207277	DTE
ENSG00000211445	DTE
ENSG00000211448	DTE
ENSG00000211460	DTE
